index_id	category	text
945	travel	Aba Vikings bakoresha inzira z' ubwogero z' uburusiya kugira baje Kukiyaga Cirabura hamwe no kukiyaga ca Caspian. Ibice bimwe bimwe vyayo ma barabara nubu birashobora gukoreshwa. Suzuma impusha zidasanzwe zishobora gukenerwa, zishobora kuba zigoye kuronka.
868	travel	Cane cane mumisi yanyu yambere, mwisunge kwidagadurira mumazu yakira ingenzi yisunga imico yo Muburengero kandi ameze neza, ibifungurwa hamwe n'ubufasha kugira bibafashe kumenyera akarere gashasha.
701	travel	Abene gihugu ba Cuban bafise ikarata y' ugwatsi rutoto ya Leta Zunze Ubumwe barashobora kugendera Ubuserukizi bwa Ekwateri kugira barekurirwe kudakenera ivyo bisabwa.
1813	travel	Vyitezwe ko amatike menshi y'ivyo birori azogurwa amayapani ari hagati ya 2.500 na 130.000, amatike asanzwe akagurwa nka 7.000.
1824	travel	Ingenzi zigiye mu bihugu birihisha amakori menshi zirashobora rimwe na rimwe kuziganya amahera menshi, canecane ku bintu bimwebimwe nk'inzoga n'itabi.
798	travel	Vyongeye, abo mufadikanije urugendo hamwe n'incuti n'abagenzi bo muhira boshima kugufasha, nubahe ikopi y'ayo mategeko n'ayo makuru afasha gutora umuntu.
1854	travel	Uburaya ni umugabane wokwitwa ko ari muto urimwo ibihugu vyinshi vyigenga. Mu bisanzwe, kuja mu bihugu vyinshi vyosavye kuza urasaba viza kandi bakaza barasuzuma pasiporo yawe.
735	travel	Sirena ni co kirindiro conyene c'abarinzi b'ishamba gitanga uburyamo n'imfungurwa zishushe, turetse ivyo kwemerera abantu kuhashinga amahema. I La Leona, San Pedrillo, n'i Los Patos urashobora kuhashinga ihema gusa mugabo nta mfungurwa batanga.
703	travel	Ingendo zirazimbutse kumigwi minini, nukuvuga nkiyo urumwe canke murikumwe n' umugenzi umwe, gerageza guhura n' abandi hama mugire umugwi wa bane canke batandatu kugira muronke igiciro ciza kumuntu umwumwe.
951	travel	Mwategerezwa guhitamwo mwitonze mw'ihuriro ishirahamwe ryanyu ryo kwiyunguruza mukirere Mukunze Kugurukiramwo.
1865	travel	Igihugu uzojamwo kiramutse gishizwe mu bihugu birimwo ingeramizi, birashobora kugira ico bikoze kuri asiranse igukingira mu vy'amagara igihe uri ku rugendo hamwe n'iyijanye no gusivya ingendo.
749	travel	Kwinjira mu muduga wawe ugafata urugendo rurerure mw'ibarabara hari ukuntu biryoshe kubera bidasaba ibintu birebire.
1828	travel	Ariko igitangaje ni uko telefone ifata neza cane aho hantu gusumba ahandi henshi kuri iryo barabara, nk'akarorero i Pennsylvania Wilds.
1941	travel	Amabarabara yagutse, amagorofa y'ibiyo n'amahuriro y'ubudandaji agezweho arangwa n'ibisakazo vy'amategura kama atukura, isoko yo mu kinjana ca 18, n'imisigiti n'amashengero vya kera, n'aho ico gisagara gifise ikirere nk'ica Buraya yo ku kiyaga ca Mediteraneya kuruta ica Tirikiya kama.
697	travel	Yeruzalemu ifise ibibanza vyinshi vya kera, ibisigaratongo hamwe n'ibice vy'uturanga, vyongeye amahuriro y' ubudandaji yuzuye kandi akora cane, amakawa, hamwe n' uburiro.
1763	travel	Buri mwaka, ingenzi zitari nke zirakomereka kubera zitahagaze aho zari zikwiye guhagarara. Ivyo bikoko ni binini, ni ibinyeshamba kandi birashobora kukugirira nabi, rero vyubahirize uhagarare nka hariya.
939	travel	Gerageza kumenya ivyo mushoboye nivyo mudashobora kuzana hama muvuge icarico cose kitajanye n' amategeko.
954	travel	Turkish Airlines ifise ibibanza 39 iguruka ishikiramwo biri mubihugu 30 vyo muri Afirika mumwaka wa 2014.
163	travel	Ubwo bwato busanzwe bugwana n’ibisasu, buri ku rwego rwa Avenger. Ubwo bwato bwariko buja i Puerto Princesa muri Palawan.
759	travel	Urunani rw'uguhana amakuru n'ingenzi ni ishirahamwe rihuza ingenzi n'ababa mu bisagara zipfuza kujamwo.
1735	travel	Kubera Ama bus mpuza-burere kenshi aba yuzuye, birahanuwe kugura itike imisi mike imbere.
1993	travel	Kandi nizo zigenda amayira akunzwe gutemberwamwo no kugirwamwo n'amakinga.
1722	travel	Nkuko bikorwa muma Parike y'Igihugu yo muri Afrika y'Epfo yose, hariho ikibuguro co kubungabunga n'ukwinjira iminsi yose yagenewe parike.
730	travel	Ni ahantu nyaho hari mu kigobe citwa Howe kiri hirya ya Vancouver, hakaba horoshe gushika ufashe tagisi y'ubwato kw'izinga Granville mu gisagara ca Vancouver.
1609	travel	Ni kuberiki none abantu bidogera ibijanye no kwiyunguruza buri munsi?ni hehe bipfira?abajejwe gutwara ibintu n’abantu ntavyo bashoboye? Canker hari ibindi tutazi bibitera?
680	travel	Igisagara kiri neza na neza impande y' amasumo y' amazi, kandi arakwega ingenzi, ariko icokibanza c' iratiro kizwi kiraraha inkerebutsi hamwe n' ingenzi akaryo ko kuhamara umwanya muremure.
1795	travel	Kugira ingendo mu bwato uja Saint Petersburg birimwo no gutembera mu gisagara. Abagendera muri ayo mato ntibasabwa viza (raba amasezerano).
1789	travel	Ariko ivyo uhinduza canke usaba ukwiye kubicisha ku wujejwe ivy'urugendo aho kwitura bene ihoteli ubwabo.
712	travel	Ubwato bwo kwiyunguruza buratembera amazi ya Galapagos - ufatiye kubunini kuva ku 8 gushika kw'i 100 b'ingenzi.
537	travel	Mu gihe intumbero y’umuntu yo kuja ahantu ari ukumenya kahise n’umuco n’akaranga vyaho, ubwo bwoko bwo gutembera babwita ugutembera bijanye n’akaranga.
1708	travel	Mumicungararo ya Medina ya kera biroroshe gutora ibibanza bidandanza ibikoresho vy'imico n'akaranga ya Maroke, nk'ama tajini, ibibumbano, ivyamaroke, imbindi, n'ama geegaws atandukanye, mugabo nivyo vyonyene kungenzi.
1891	travel	Ingenzi biba vyaroroheye kumenyera imico n'imigenzo mishasha rimwe na rimwe zishobora kutoroherwa gusubira kumenyera imico n'imigenzo kavukire yazo.
205	travel	Hafi iminota cumi imbere y'uko isubira kugerageza kwururuka, yaciye iburirwa irengero.
698	travel	Ekwateri isaba abenegihugu ba Cuban guhabwa ugwete rw' ubutumire imbere yuko binjira muri Ekwateri baciye mubibuga vy' indege mpuza makungu canke aho babemerera kumbibe.
982	travel	N'aho woba uriko utwara umuduga mw'iryo shamba rikanye ryo ku mutuma w'isi, amasegonda make imiryango yuguruye mu giho uriko urinjira mu muduga ni umwanya ukwiye kugira imibu ibe yinjiranye mu muduga nawe.
190	travel	Abari kuri ico cuma barahawe amazi mu gihe bari bakirindiririye mu bushuhe bw'amadogere 90(F).
704	travel	Vyongeye, ico ntigitegerezwa kubatera amakenga, kubera ko ubu ingenzi zihutira kwuzura imiduga.
943	travel	Kubaho no gukorera ubushake mugihugu c' amahanga ni uburyo bwiza bwo kumenya akaranga gatandukanye, ko guhura n' abantu bashasha, bwo kwiga vyinshi kuri wewe, kubona ibintu gushasha mbere no kuronka ubumenyi bushasha.
1786	travel	Abakora ivy'ingendo kenshi baragirana amasezerano n'amahoteri kanaka. Ariko hari igihe uba ushobora gufatisha ubundi buraro biciye ku muntu akora ivy'ingendo, nk'akarorero aho gushinga ihema.
1922	travel	Ama meri amwamwe yerekana Berlin, m' Ubudagi mu dutabu nyigisho. Nkuko mushobora kubibona kwikarata iri hejuru, Berlin nta nahamwe iri hafi y' ikiyaga kandi n'ukugendera igisagara ntibiri mu giciro c'imeri.
1785	travel	Gufata icumba imbere y'igihe biratuma uwuzofata urugendo atekana kuko aba azi ko atazobura uburaro ashiteyo.
536	travel	Inkombe z'ibiyaga, ama parike hamwe n’ibibuga vyo kuryama mwo niho hantu hakundwa cane n’abatembera bashaka kunezerwa.
827	travel	Wipfuza guheba ivyo kworoherwa, umwanya n'ivyo umenyereye kugira uzokoreshe amahera make ashoboka, raba ivyo kugira ingendo za make.
955	travel	Iyo mufise umwanya w' urugendo wongeweko, suzuma ukuntu ibiciro vyose vyo kuja muri afirika bigereranijwe n' ibiciro vyo kuzunguruka isi.
1787	travel	Abakora ivy'ingendo kenshi baratunganya ivy'icayi, ukwiyunguruza uja canke uva ku kibuga c'indege, canke mbere bagafatanya ivy'urugendo rw'indege n'ivy'amahoteli.
94	travel	Indege yari igana i Irkutsk ikaba yari itwawe n´ingabo z´indani.
1892	travel	Iyo umuntu atashe mu gihugu ciwe yahora aba mu mahanga, aba yaramaze kumenyera imico n'imigenzo mishasha hanyuma akaba yaramaze gutakaza utumenyero tumwetumwe two mu mico n'imigenzo kavukire.
1920	travel	Ibi bisigura ko mushobora gutemberera ibisagara vy' akahise mumisi mikeya yuzuye mugihe mugaruka kuryama mu bwato mw' ijoro.
836	travel	Architecture iraba ibijanye n'ugutegura imigero y'inyubakwa no kwubaka. Ingene inyubakwa yubatswe ubwavyo ni ikintu gikunda gukwega ingenzi.
995	travel	Amashirahamwe y'ivyindege atanga ivyo harimwo Air Canada, Delta Air Lines, Lufthansa ku ngengo ziwa muri Reta Zunze Umwe canke Canada, na WestJet.
829	travel	Igihe wururutse indege, ubwato canke iyindi ngendeshwa, kenshi ahantu ha mbere ushikira ni ku baraba ivy'imipaka.
754	travel	Amahoteri amwamwe ni ayo mu gihe hari haharawe amagariyamoshi n'amato njabukabahari ya kera, imbere y'Intambara ya kabiri y'isi yose, mu kinjana ca 19 no mu ntango z'ica 20.
1709	travel	Goma ni igisangara c’ingenzi ca Republika iharanira demokarasi ya Kongo ku ruhande rwa kure mu burasirazuba hafi y’Urwanda.
700	travel	Ayo ma tegeko acungera urugero rw' abimukira rwatunganijwe hagati y' ibihugu bibiri.
742	travel	Naho ari hato, haributsa bamwebamwe mu batama bahagendera ingene i Hawayi hari hameze imbere yo kwita leta, hataraza amahoteli manini y'ingenzi n'irindi terambere.
1601	travel	Ukwidagadura gushingiye ku binyabuzima gukwega cane abantu ko boja gutemberea ahari ivyiza kama kugira ngo batembere mu bibanza kama harimwo nibinyabuzima bitandukanye, k'ibikoko n'ibiterwa.
1803	travel	Ku rundi ruhande, mu bihugu vyinshi ibihe vy'ibibarafu canke neje usanga ari ibisanzwe, kandi ni gake abantu bareka kwiyunguruza, umwaka wose.
1804	travel	Ingendo zo kuraba ibikoko bishobora kuba ari co kintu ca mbere kizana ingenzi muri Afrika kandi kikaryohera benshi muri bo.
692	travel	Ugwinjiriro rwa Angkor rurakenewe kugira winjire m' urusengero, ubwo rero ntiwibagire mureke arengane yawe mugihe mwinjiriye ahagana i Tonle Sap.
688	travel	Ingenzi zifise umwanya muto vyoba vyiza zimaze umwanya ahandi.
1914	travel	"Finland ni ahantu heza ho kwogera mubwato ushaka kwinezereza. ""Isi y' ibiyaga igihumbi"" irimwo kandi ibihumbi vy' amazinga, mubiyaga hamwe no muma mumazinga akurikirana yo kunkombe."
1788	travel	Barashobora no kuba barakubikiye ikibanza nimba ukeneye umwanya wo kuvyiyumvira canke wo kurondera izindi mpapuro z'urugendo (nk'akarorero viza).
880	travel	Ivyo bisabwa kenshi bivana n' ibihugu ingenzi yagendeyemwo canke ashaka kugenderamwo.
979	travel	Ivyo bishobora kuba bibi mu gihe uwuhatembera akwirikiye iyo mirazi, agasesagura inguvu ziwe z'agaciro n'amazi yari asigaye.
870	travel	Iyo mugiye muma kambi, itwaze udutanda two mukambi canke udutanda tw'umuvuma kugira bibakingire inzoka, utumina hamwe n' ibindi.
892	travel	Ni urubura rufatanijwe n' utunogo twuzuye kandi turangwa n' amabendera. Hashobora kuzungurukwa n'amatingatibga yabigenewe, bakwega utuduga two k' urubura turimwo ibitoro hamwe n' ivya nkenerwa.
738	travel	Kuri CafeNet El Sol urashobora gufatisha ikibanza ku madolari 30 y'amanyamerika, canke amadolari 10 uhamara umusi umwe. Ido n'ido ni ku rupapuro rwabo rwa Corcovado.
826	travel	Muri make, buri mu migwi ibiri: wokora akazi uri ku rugendo, canke ukagerageza kuziganya amahera. Iki kiganiro gishimika kuri ico ca kabiri.
1605	travel	Muriyi ngendeshwa, abantu bose bari ku murongo kandi barashigikiye ukwiyunguruza gushingiye ku modoka zitamenyerewe.
1610	travel	Hari cigwa kijanye no kwiga ingene abashoferi bagenda be no kwiga ingene imodoka zisanzwe zigenda n’ingene zibisanya hagati yazo citwa ivyigwa vy'uruja nuruza.
930	travel	Mugihe ushobora kudakenera viza kungendo ngufi mubihugu bimwe bimwe nk'ingenzi canke kubikorwa, kugendayo nk' umunyeshure wo muma kungu kenshi bisaba kumarayo umwanya muremure gusumba kujayo nk' ingenzi isanzwe.
867	travel	Abatemberezi benshi bakunda gutembera kandi bakerebutse bararengewe na gishasha c' ingendo zo mu bihugu biri mwiterambere, aho ukumenyera akaranga kwa hato na hato gushobora kwiyongera vyihuta.
1989	travel	Hariho bisi nkeya kandi zija mu maja ruguru i Hebroni, ikibanza c'akaranga c'amaziko c'abashingantahe bo muri Bibiliya nka Aburahamu, Isaka, Yakobo n'abagore babo.
1841	travel	Uwugendesha ifarasi aguye mugabo ikirenge ciwe cafatiwe muri mwene ako kuma, ifarasi ishobora guca igenda iramuburuta iramutse yirutse. Hari ivyokorwa kugira umuntu yirinde cane iyo mpanuka.
761	travel	Uca uhabwa urutonde ku rukaratasi canke kuri internet rw'ababa aho hantu bashobora kukwakira, rimwe na rimwe hakaba hariko n'amazina y'abo bakoranye n'ico izindi ngenzi zabavuzeko.
944	travel	Gashobora kuba akaryo ko kwongereza ubutunzi bugufasha kumara igihe kirekire ahantu, kubera ko ubuzi bwinshi bw'abakorera bushake butanga aho kuba hamwe no gukingirwa hamwe na buke buhemba agashahara gato.
1802	travel	Iyo neje iguye canke igahuhuta, umwuka uri mu muyaga ugacika amazi canke hakirema ibarafu ku madirisha y'umuduga, na ho nyene kubona imbere vyogorana.
753	travel	Gucumbikisha umuduga wawe bishoboka igihe ufise umuduga munini ufise ibibanza vy'inyuma, insimbabisaka, umuduga w'ubwoko bwa berline canke w'inyuma harehare ufise intebe zizingika.
1736	travel	Imitumba myinshi ifise amabisi mato mato y' Abayapani y'Amakwasteri, usanga ameze neza kandi umuntu yisanzura.
186	travel	Bisi yabo yaciye ija ahitwa Six Flags St. Louis muri Missouri kugira ngo uwu murwi ukinire ahuzuye abantu.
959	travel	N'aho biri ukwo, Star Alliance irakwiragira hose uretse mu buseruko bushira ubumanuko bwa bw'ibahari Pasifike kuva i Santiago gushika i Tahiti, narwo akaba ari urugendo rwa LATAM ruhuza isi imwe.
815	travel	Kw'isi yose, hari amashirahamwe hafi 20 atunganya ivyo kwiruka. Menshi arigenga.
1724	travel	Izinga rya Hong Kong riha izina ryaryo ubutaka bwa Hong Kong kandi ni ikibanza ingenzi nyinshi zifata nk'intumbero nyamukuru.
1893	travel	Ugishika mu mahanga, abantu bashobora kuba barakwihanganira bakanagutahura kubera bazi ko ingenzi ziba zitaramenyera ico gihugu gishasha.
1805	travel	Ijambo safari rirakunda gukoreshwa bashaka kuvuga ingendo zo hasi zo kuraba ibikoko bitangaje vyo muri Afrika, canecane mw'ishamba ry'umukenke.
1921	travel	Iyo mwururutse ubwato mukoresheje ingendo shuri gusa ntimuzoba mukeneye viza itandukanye (guhera 2009).
764	travel	Amahoteli yitwa auberges kenshi aha indaro abakiri bato, canecane abafise imyaka iri hagati ya mirongibiri na mirongitatu. Mugabo kenshi urahasanga n'abakuze.
872	travel	Iyo muri mubiruhuko, muba mufise umwanya wo kwinezereza hamwe nogufata iyi minota yo guteka ikintu kidasanzwe.
713	travel	Abantu benshi baribikira ibibanza imbere neza y' igihe (kuberako amato aba yuzuye mugihe ca benshi).
259	travel	Amakamyo atagikoreshwa ni yo bikozeko mu kuzibira ubwinjiriro bw'inzira za gariyamoshi zica mu kuzimu kandi hari abapolisi 80 basaba abatwara imodoka guca mu zindi nzira.
992	travel	Igihe c'ingenzi mu mahuriro yo mu misozi mu bisanzwe gishika kw'isonga mu gihe c'ici ry'Abahindi.
940	travel	Uburyo bworoshe cane bwo gutangura mw'icuruzwa ry'inyandiko zerekeye ingendo ni ukwerekana ubuhinga bwanyu ku rukuta ngurukana bumenyi rwerekeye ingendo rusanzwe ruhari.
890	travel	Rimwerimwe ingendo zo mu kirere z'ubuhinga zirinjira i musozi, mu ntumbero yo gukora imyimenyerezo yo kuduga imisozi canke kugira bashike kw’isonga ry’isi, iryo na ryo rikaba rifise icicariro kinini.
1875	travel	Uwo wese ategekanya kuja mu gihugu gishobora kubonwa nk'ikirimwo intambara akwiye gutegurwa n'abahinga bavyo.
2003	travel	Ibi bitanga akaryo keza ko kubona aurores boréales, kuko ikirere kizoba cijimye cane canke bukebuke ugereranije n'isaha.
938	travel	Kuberako isuzumwa ry' inyambukira ridahari canke vyo guhuma amaso iyo mushitse mugihugu canyu c' amavuko, isuzumwa kuri customs rishobora kuba ikibazo.
260	travel	Nta guteba gutewe n'imiduga myinshi kwavuzwe ko kwabaye mw'ibarabara rizigura abo mu gisagara bashobora kwikorako.
656	travel	Iyo mutemberereye i Greenland mubihe vy' ubukonje (ariko iyo uduze m' uburaruko, niko hakanya), ni vyiza kwitwaza impuzu zishusha bikwiye.
824	travel	Tereza akajisho ku rubuga rwabo canke kw'idirisha ry'aho bakorera, urabe ingendo bahayanisha.
1855	travel	Mu bijanye n'izo ngendo, akarere kitwa Schengen gatuma ivyo bihugu bimera nk'igihugu kimwe.
1721	travel	N'imwe mubibanza vy'iratiro bikomeye muri Afrika y'Epfo kandi ifatwa nk'ubwato kizigenza bwa South African National Parks (SANParks).
666	travel	"Hari insiguro nyinshi cane gose zishoboka, gusa iki gisigara arico abantu benshi baba bashatse gusigura iyo bavuze ""kuja i Disney World""."
853	travel	MetroRail ifise ubwoko bubiri bw'ivyicaro mu magariyamoshi yunguruza abakozi i Cape Town no mu micungararo yaho: MetroPlus (ari wo Mugwi wa mbere) na Metro (ari wo Mugwi wa gatatu).
1874	travel	Ingenzi zigabishwa ngo zibe maso ku kaga kose kajanye n'ikirere kari mu karere zirimwo, narirya ako kaga gashobora guhindura ingendo zategekanijwe.
1734	travel	Ama bus agenda kwi barabara rihuza akarere (kurundi ruhande rw' uruzi), umusi wose, nyinshi murizo, hakuru hakuru izija ahagana ubuseruko na Jakar/Bumthang zigenda hagati ya 06:30 na 07:30.
1840	travel	Utwo twuma dutuma uwugendesha ifarasi adatirigana mugabo turashobora guteza impanuka kubera vyoshika ibirenge vyiwe bigafatirwa muri two.
1919	travel	Menshi muma Meri y'i Balte atandukanye aratanga akaryo ko kumara igihe kirekire i St. Petersburg, mubu Russia.
828	travel	Mu gutanga iyo mpanuro, vyitezwe ko uwufata urugendo atiba, adahonyanga amategeko, ataja mu vya magendo, adasega canke ngo arye imitsi abandi ku nyungu yiwe bwite.
818	travel	Imbere yo gufata urugendo n'igihe ururiko, hari ibintu vyinshi ukwiye kwiyumvira.
978	travel	Mu bushuhe bwo ku mutaga, abahatemberera barashobora kubona imirazi ibereka amashusho atari yo y'amazi (canke ibindi bintu).
765	travel	Imiryango ifise abana si kenshi uyihasanga, mugabo amahoteli amwamwe nk'ayo usanga abakirira mu vyumba vyihariwe.
1992	travel	Nk'akarorero gutemberera mu ngoro zo mu mwonga wa Loire, umwonga wa Rhin canke ugafata iyihuta ija mu bisagara vyo kuri Danue canke ugafata ubwato busoza umugezi wa Eriya.
823	travel	Vyiza wokwitura abatunganya ingendo bama batunganya ingendo zimeze nk'urwo wipfuza kugira.
762	travel	Guhabwa indaro ukaryama kw'ikanape vyatangujwe muri Nzero 2004 igihe umuhinga mu vy'inyabwonko yitwa Casey Fenton yaronka indege ya make ija muri Isilande mugabo akabura uburaro.
932	travel	Ama viza y'abanyeshure kenshi afise ibisabwa hamwe n' ibikorwa mugusaba bitandukanye n'ama viza y' ingenzi canke y' akazi.
678	travel	Igihugu cose kandi gifise amategeko cisangije asaba ibikoresho vy'ubutabazi bwihuse bibwirizwa kuba biri mumodoka.
822	travel	Naho amashirahamwe atunganya ingendo usanga ashobora gutunganya ingendo zisanzwe nka zose, menshi usanga yibanda ku bwoko kanaka bw'ingendo, ku bantu bafise amikoro kanaka no ku bihugu kanaka bajamwo.
1820	travel	Ingenzi zirashobora guhura n'udukoko zitamenyereye iwabo.
1947	travel	Kandi mu buraruko naho utembere ku kirimba gikuru c'Umuvyeyi wacu wa Fatima (Shrine), ikibanza c'isi yose c'ibonekerwa rurangiranwa rya bikiramariya.
1713	travel	Urashobora gukoresha tagisi moto mu kuzunguruka Goma. Igiciro gisanzwe (caho) ni nk'amafaranga 500 y'amanyekongo uja hafi.
731	travel	Abakunda gukorera utuntu hanze bakwiye gufata inzira yitwa Sea to Sky.
1808	travel	"Isafari y'amaguru (canke ""kugendagenda mw'ishamba"", ""isafari yo gutambuka"", canke kugenda ""n'amaguru"") ni ugutambuka, yaba amasaha make canke imisi nk'ingahe."
1929	travel	Inzira imwe yonyene yo kugicishaho binyarutse kwari ukukirungika nk'ishakoshi yamaze gusuzumwa. Abakingira ibibuga vy'indege ntibazobemerera ko barungika ishakoshi itarikumwe n'ingenzi, aho rero niho uca uvyinjiriramwo.
131	travel	Hongeweko imodoka 300, zose hamwe zica ziba imodoka 1300 zizogugwa kugira ngo birinde imigundano.
814	travel	Imiryango irimwo abana batoyi yoshobora gukenera imyiteguro yiyongereye, mugabo birashoboka ko muja gutembera hanze naho mwoba mufise inzoya canke abana bataragera kuja kw'ishure.
1799	travel	Uwipfuza kugenda n'umuduga aciye ahantu hahanamye canke mu nzira zica ku nkike y'umusozi akwiye kwiyumvira ko hashobora kugwa neje, ibarafu, canke imbeho nyinshi cane.
1715	travel	Unomusi, Timbuktu ni igisagara gikenye, nubwo iteka ryaho rikwega ingenzi, kandi kikaba gifise ikibuga c'indege.
1801	travel	Igihe hari igihuhusi ca neje, mu kanya isase harashobora kugwa neje yokubuza kugenda.
957	travel	Nimba ushaka kuguruka kw'isi yose uciye mu ruhande rw'Amaja Epfo y'isi honyene, amahitamwo y'ingendo n'aho woshikira biraharuye kubera ubuke bw'inzira zica mu mabahari.
953	travel	Amashirahamwe yo kwiyunguruza mukirere nka Emirates, Etihad Airways, Qatar Airways na Turkish Airlines yaramaze kwagura cane aho akorera muri Afirika, kandi agahuza ibisagara bikuru vyinshi vya Afirika ku biciro vyiza gusumvya ayandi mashirahamwe yo kwiyunguruza mukirere y'Iburaya.
